,date,sd_covid_ww_smooth,sd_hospitalizations,WW_lag1,WW_lag2,WW_lag3,Hosp_lag1,Hosp_lag2,Hosp_lag3,percent_complete_series,past_12_weeks_infections,past_16_weeks_infections,past_20_weeks_infections,delta_majority,omicron_majority,TARGET0,TARGET1,TARGET2
88,2022-11-04,1390027.1111111136,62.85714285714285,1465939.444444447,2041852.0000000026,3240220.2777777803,57.57142857142858,62.142857142857146,66.85714285714286,79.0,1.4,3.0,4.3,0,1,62.85714285714285,75.57142857142856,85.71428571428571
89,2022-11-11,1805418.0555555578,75.57142857142856,1390027.1111111136,1465939.444444447,2041852.0000000026,62.85714285714285,57.57142857142858,62.142857142857146,79.0,1.2,2.7,4.1,0,1,75.57142857142856,85.71428571428571,103.14285714285715
90,2022-11-18,2765414.9444444473,85.71428571428571,1805418.0555555578,1390027.1111111136,1465939.444444447,75.57142857142856,62.85714285714285,57.57142857142858,79.1,1.1,2.3,4.0,0,1,85.71428571428571,103.14285714285715,140.42857142857142
91,2022-11-25,3789456.9444444473,103.14285714285715,2765414.9444444473,1805418.0555555578,1390027.1111111136,85.71428571428571,75.57142857142856,62.85714285714285,79.3,1.0,2.0,3.6,0,1,103.14285714285715,140.42857142857142,158.2857142857143
92,2022-12-02,5620381.611111115,140.42857142857142,3789456.9444444473,2765414.9444444473,1805418.0555555578,103.14285714285715,85.71428571428571,75.57142857142856,79.5,0.9,1.7,3.3,0,1,140.42857142857142,158.2857142857143,171.2857142857143
93,2022-12-09,5661437.944444447,158.2857142857143,5620381.611111115,3789456.9444444473,2765414.9444444473,140.42857142857142,103.14285714285715,85.71428571428571,79.5,0.8,1.5,2.9,0,1,158.2857142857143,171.2857142857143,206.2857142857143
94,2022-12-16,5243344.722222225,171.2857142857143,5661437.944444447,5620381.611111115,3789456.9444444473,158.2857142857143,140.42857142857142,103.14285714285715,80.1,1.0,1.6,2.8,0,1,171.2857142857143,206.2857142857143,221.40476190476187
95,2022-12-23,3585010.8472222253,206.2857142857143,5243344.722222225,5661437.944444447,5620381.611111115,171.2857142857143,158.2857142857143,140.42857142857142,80.3,1.1,1.6,2.6,0,1,206.2857142857143,221.40476190476187,204.57142857142858
96,2022-12-30,3147449.8750000023,221.40476190476187,3585010.8472222253,5243344.722222225,5661437.944444447,206.2857142857143,171.2857142857143,158.2857142857143,80.3,1.2,1.6,2.4,0,1,221.40476190476187,204.57142857142858,203.2857142857143
97,2023-01-06,2614900.6527777803,204.57142857142858,3147449.8750000023,3585010.8472222253,5243344.722222225,221.40476190476187,206.2857142857143,171.2857142857143,80.3,1.4,1.6,2.3,0,1,204.57142857142858,203.2857142857143,168.83333333333334
